06:00,1
06:36,1
06:47,0
06:58,1
07:31,1
07:36,0
07:48,0
07:55,1
08:06,1
08:28,0
08:34,0
08:46,1
08:56,0
09:21,0
09:21,1
09:24,1
09:49,1
10:01,1
10:03,0
10:13,1
10:26,0
10:35,1
10:36,1
10:49,0
11:07,1
11:19,1
11:20,0
11:31,1
11:40,0
11:59,1
12:15,1
12:22,0
12:37,1
12:38,1
12:46,0
13:12,1
13:18,0
13:18,1
13:22,1
13:34,0
13:56,0
14:00,0
14:14,1
14:26,0
14:46,1
14:52,1
14:56,0
14:56,0
15:16,0
15:34,0
15:48,1
16:04,1
16:09,0
16:18,1
16:37,0
16:55,1
17:01,0
17:22,0
17:39,1
17:53,1
17:54,0
18:03,0
18:19,1
18:34,1
18:46,0
19:06,0
19:23,1
19:41,1
19:46,0
19:58,1
19:59,0
20:21,1
20:39,1
20:46,0
21:11,0
21:24,1
21:37,0
22:07,0
