06:00,1
06:28,1
06:31,0
06:42,0
06:53,1
07:04,0
07:17,0
07:18,1
07:26,0
07:38,0
07:43,1
07:59,0
08:14,0
08:21,0
08:30,0
08:31,1
08:44,1
08:48,0
09:08,1
09:11,0
09:14,0
09:38,1
09:45,1
09:52,1
10:04,0
10:08,1
10:25,1
10:26,0
10:35,1
10:46,0
11:04,1
11:10,0
11:14,1
11:18,0
11:37,1
11:38,1
11:47,0
12:00,1
12:08,0
12:22,0
12:26,0
12:39,0
12:46,1
13:15,1
13:18,0
13:18,1
13:29,0
13:41,1
13:56,0
13:59,0
14:24,0
14:36,1
14:43,1
14:56,0
15:02,0
15:13,1
15:19,0
15:29,0
15:53,1
15:56,0
16:12,1
16:20,0
16:28,1
16:44,1
16:57,1
17:01,0
17:14,1
17:20,1
17:29,0
17:38,1
17:54,0
18:04,1
18:08,1
18:24,0
18:26,0
18:44,1
18:46,0
18:54,1
18:56,0
19:08,1
19:18,0
19:24,1
19:41,0
19:58,1
20:12,0
20:24,1
20:31,0
20:46,0
20:48,1
21:11,0
21:25,1
21:37,0
21:50,1
22:02,0
22:18,1
22:28,0
22:55,0
