06:00,1
06:36,1
06:49,0
06:58,1
07:31,1
07:36,0
07:48,0
07:55,1
08:14,1
08:28,0
08:32,0
08:46,1
09:06,1
09:21,1
09:21,0
09:28,1
09:50,1
10:00,0
10:13,1
10:26,0
10:32,1
10:42,0
11:00,1
11:16,1
11:20,0
11:38,1
11:41,0
11:59,1
12:15,1
12:22,0
12:38,1
12:41,0
12:56,1
13:18,1
13:18,0
13:41,1
13:56,0
14:00,0
14:15,1
14:44,1
14:55,0
14:56,0
15:10,1
15:16,0
15:22,0
15:41,1
15:48,1
16:05,1
16:09,0
16:22,0
16:37,1
16:48,1
17:01,0
17:10,1
17:18,0
17:35,1
17:53,1
17:54,0
18:02,0
18:16,1
18:36,1
18:46,0
18:48,1
18:58,0
19:23,1
19:41,1
19:46,0
19:53,0
20:12,1
20:21,1
20:32,1
20:46,0
20:51,0
21:02,1
21:24,1
21:37,0
22:05,0
