06:00,1
06:28,1
06:41,1
06:42,0
06:51,1
06:53,1
07:17,0
07:18,1
07:26,0
07:38,0
07:43,1
07:54,0
08:04,1
08:14,0
08:19,0
08:28,1
08:30,0
08:41,0
09:08,0
09:11,0
09:13,1
09:30,1
09:45,1
09:52,1
09:56,0
10:08,1
10:25,1
10:26,0
10:35,1
10:41,0
10:53,1
11:04,1
11:10,0
11:18,0
11:38,1
11:46,0
11:57,1
12:06,0
12:22,0
12:31,0
12:46,1
13:01,1
13:15,1
13:18,0
13:23,1
13:29,0
13:41,1
13:56,0
13:56,0
14:20,0
14:33,1
14:45,1
14:56,0
14:57,1
15:02,0
15:18,1
15:19,0
15:26,0
15:38,1
15:50,1
15:56,0
16:07,1
16:18,0
16:29,1
16:38,1
16:57,1
17:01,0
17:14,1
17:20,1
17:26,0
17:36,1
17:43,1
17:54,0
18:02,1
18:09,1
18:16,0
18:24,0
18:35,1
18:46,0
18:57,1
19:03,0
19:13,1
19:18,0
19:33,1
19:40,0
19:55,1
20:08,1
20:12,0
20:24,0
20:30,1
20:46,0
20:51,1
21:10,0
21:26,1
21:35,1
21:37,0
22:06,0
22:21,1
22:28,0
22:50,0
